"","id","language","army_navy_language","id_correct","knows","familiar"
"836","Z07A43","Urdu","urdu",0,0,0
"837","Z07A43","Marathi","marathi",1,0,1
"838","Z07A43","Tamil","tamil",1,0,1
"839","Z07A43","English (India)","english",1,1,1
"840","Z07A43","English (U.S.)","english",1,NA,1
"841","Z07A43","Mandarin","chinese",1,NA,1
"842","Z07A45","Gujarati","gujarati",1,1,1
"843","Z07A45","Hindi","hindi",1,1,1
"844","Z07A45","Urdu","urdu",0,0,0
"845","Z07A45","Marathi","marathi",1,0,1
"846","Z07A45","Tamil","tamil",0,0,0
"847","Z07A45","English (India)","english",0,1,1
"848","Z07A45","English (U.S.)","english",1,NA,1
"849","Z07A45","Mandarin","chinese",1,NA,1
"850","Z07A46","Gujarati","gujarati",1,1,1
"851","Z07A46","Hindi","hindi",1,1,1
"852","Z07A46","Urdu","urdu",0,0,0
"853","Z07A46","Marathi","marathi",1,0,1
"854","Z07A46","Tamil","tamil",0,0,0
"855","Z07A46","English (India)","english",0,1,1
"856","Z07A46","English (U.S.)","english",0,NA,0
"857","Z07A46","Mandarin","chinese",1,NA,1
"858","Z07A47","Gujarati","gujarati",1,1,1
"859","Z07A47","Hindi","hindi",1,1,1
"860","Z07A47","Urdu","urdu",0,0,0
"861","Z07A47","Marathi","marathi",1,1,1
"862","Z07A47","Tamil","tamil",0,0,0
"863","Z07A47","English (India)","english",1,1,1
"864","Z07A47","English (U.S.)","english",1,NA,1
"865","Z07A47","Mandarin","chinese",1,NA,1
"866","Z07A48","Gujarati","gujarati",1,1,1
"867","Z07A48","Hindi","hindi",1,1,1
"868","Z07A48","Urdu","urdu",0,1,1
"869","Z07A48","Marathi","marathi",1,1,1
"870","Z07A48","Tamil","tamil",0,0,0
"871","Z07A48","English (India)","english",1,1,1
"872","Z07A48","English (U.S.)","english",1,NA,1
"873","Z07A48","Mandarin","chinese",1,NA,1
"874","Z07A50","Gujarati","gujarati",1,1,1
"875","Z07A50","Hindi","hindi",1,1,1
"876","Z07A50","Urdu","urdu",0,1,1
"877","Z07A50","Marathi","marathi",1,1,1
"878","Z07A50","Tamil","tamil",0,0,0
"879","Z07A50","English (India)","english",1,1,1
"880","Z07A50","English (U.S.)","english",1,NA,1
"881","Z07A50","Mandarin","chinese",1,NA,1
"882","Z07A51","Gujarati","gujarati",1,1,1
"883","Z07A51","Hindi","hindi",0,1,1
"884","Z07A51","Urdu","urdu",0,1,1
"885","Z07A51","Marathi","marathi",0,0,0
"886","Z07A51","Tamil","tamil",0,0,0
"887","Z07A51","English (India)","english",1,1,1
"888","Z07A51","English (U.S.)","english",1,NA,1
"889","Z07A51","Mandarin","chinese",1,NA,1
"890","Z07A55","Gujarati","gujarati",1,1,1
"891","Z07A55","Hindi","hindi",1,1,1
"892","Z07A55","Urdu","urdu",0,0,0
"893","Z07A55","Marathi","marathi",1,0,1
"894","Z07A55","Tamil","tamil",0,0,0
"895","Z07A55","English (India)","english",1,1,1
"896","Z07A55","English (U.S.)","english",1,NA,1
"897","Z07A55","Mandarin","chinese",1,NA,1
"898","Z07A56","Gujarati","gujarati",1,1,1
"899","Z07A56","Hindi","hindi",1,1,1
"900","Z07A56","Urdu","urdu",0,0,0
"901","Z07A56","Marathi","marathi",1,1,1
"902","Z07A56","Tamil","tamil",1,0,1
"903","Z07A56","English (India)","english",1,1,1
"904","Z07A56","English (U.S.)","english",1,NA,1
"905","Z07A56","Mandarin","chinese",1,NA,1
"906","Z07A58","Gujarati","gujarati",1,1,1
"907","Z07A58","Hindi","hindi",1,1,1
"908","Z07A58","Urdu","urdu",0,0,0
"909","Z07A58","Marathi","marathi",1,1,1
"910","Z07A58","Tamil","tamil",1,0,1
"911","Z07A58","English (India)","english",1,1,1
"912","Z07A58","English (U.S.)","english",1,NA,1
"913","Z07A58","Mandarin","chinese",1,NA,1
"914","Z07A59","Gujarati","gujarati",1,1,1
"915","Z07A59","Hindi","hindi",1,1,1
"916","Z07A59","Urdu","urdu",0,0,0
"917","Z07A59","Marathi","marathi",1,1,1
"918","Z07A59","Tamil","tamil",0,0,0
"919","Z07A59","English (India)","english",1,1,1
"920","Z07A59","English (U.S.)","english",1,NA,1
"921","Z07A59","Mandarin","chinese",1,NA,1
"922","Z07B03","Gujarati","gujarati",1,1,1
"923","Z07B03","Hindi","hindi",1,1,1
"924","Z07B03","Urdu","urdu",0,0,0
"925","Z07B03","Marathi","marathi",1,1,1
"926","Z07B03","Tamil","tamil",0,0,0
"927","Z07B03","English (India)","english",0,1,1
"928","Z07B03","English (U.S.)","english",1,NA,1
"929","Z07B03","Mandarin","chinese",1,NA,1
"930","Z07B05","Gujarati","gujarati",0,1,1
"931","Z07B05","Hindi","hindi",1,1,1
"932","Z07B05","Urdu","urdu",0,0,0
"933","Z07B05","Marathi","marathi",1,0,1
"934","Z07B05","Tamil","tamil",0,0,0
"935","Z07B05","English (India)","english",1,1,1
"936","Z07B05","English (U.S.)","english",0,NA,0
"937","Z07B05","Mandarin","chinese",1,NA,1
"938","Z07B06","Gujarati","gujarati",1,1,1
"939","Z07B06","Hindi","hindi",1,1,1
"940","Z07B06","Urdu","urdu",0,0,0
"941","Z07B06","Marathi","marathi",1,1,1
"942","Z07B06","Tamil","tamil",1,0,1
"943","Z07B06","English (India)","english",1,1,1
"944","Z07B06","English (U.S.)","english",1,NA,1
"945","Z07B06","Mandarin","chinese",1,NA,1
"946","Z07B07","Gujarati","gujarati",1,1,1
"947","Z07B07","Hindi","hindi",0,1,1
"948","Z07B07","Urdu","urdu",0,0,0
"949","Z07B07","Marathi","marathi",1,1,1
"950","Z07B07","Tamil","tamil",0,0,0
"951","Z07B07","English (India)","english",0,1,1
"952","Z07B07","English (U.S.)","english",0,NA,0
"953","Z07B07","Mandarin","chinese",0,NA,0
"954","Z07B08","Gujarati","gujarati",1,1,1
"955","Z07B08","Hindi","hindi",1,1,1
"956","Z07B08","Urdu","urdu",0,0,0
"957","Z07B08","Marathi","marathi",1,1,1
"958","Z07B08","Tamil","tamil",0,0,0
"959","Z07B08","English (India)","english",1,1,1
"960","Z07B08","English (U.S.)","english",1,NA,1
"961","Z07B08","Mandarin","chinese",1,NA,1
"962","Z07B11","Gujarati","gujarati",0,1,1
"963","Z07B11","Hindi","hindi",0,1,1
"964","Z07B11","Urdu","urdu",1,0,1
"965","Z07B11","Marathi","marathi",0,0,0
"966","Z07B11","Tamil","tamil",1,0,1
"967","Z07B11","English (India)","english",1,1,1
"968","Z07B11","English (U.S.)","english",1,NA,1
"969","Z07B11","Mandarin","chinese",1,NA,1
"970","Z07B12","Gujarati","gujarati",1,1,1
"971","Z07B12","Hindi","hindi",1,1,1
"972","Z07B12","Urdu","urdu",0,0,0
"973","Z07B12","Marathi","marathi",0,0,0
"974","Z07B12","Tamil","tamil",0,0,0
"975","Z07B12","English (India)","english",1,1,1
"976","Z07B12","English (U.S.)","english",1,NA,1
"977","Z07B12","Mandarin","chinese",0,NA,0
"978","Z07B21","Gujarati","gujarati",1,1,1
"979","Z07B21","Hindi","hindi",1,1,1
"980","Z07B21","Urdu","urdu",0,0,0
"981","Z07B21","Marathi","marathi",1,1,1
"982","Z07B21","Tamil","tamil",1,0,1
"983","Z07B21","English (India)","english",1,1,1
"984","Z07B21","English (U.S.)","english",1,NA,1
"985","Z07B21","Mandarin","chinese",0,NA,0
"986","Z07B38","Gujarati","gujarati",1,1,1
"987","Z07B38","Hindi","hindi",1,1,1
"988","Z07B38","Urdu","urdu",0,0,0
"989","Z07B38","Marathi","marathi",1,1,1
"990","Z07B38","Tamil","tamil",0,0,0
"991","Z07B38","English (India)","english",1,1,1
"992","Z07B38","English (U.S.)","english",1,NA,1
"993","Z07B38","Mandarin","chinese",0,NA,0
"994","Z07B39","Gujarati","gujarati",1,1,1
"995","Z07B39","Hindi","hindi",1,1,1
"996","Z07B39","Urdu","urdu",0,0,0
"997","Z07B39","Marathi","marathi",1,1,1
"998","Z07B39","Tamil","tamil",1,0,1
"999","Z07B39","English (India)","english",1,1,1
"1000","Z07B39","English (U.S.)","english",1,NA,1
"1001","Z07B39","Mandarin","chinese",1,NA,1
"1002","Z07B40","Gujarati","gujarati",1,1,1
"1003","Z07B40","Hindi","hindi",1,1,1
"1004","Z07B40","Urdu","urdu",0,0,0
"1005","Z07B40","Marathi","marathi",1,1,1
"1006","Z07B40","Tamil","tamil",0,0,0
"1007","Z07B40","English (India)","english",1,1,1
"1008","Z07B40","English (U.S.)","english",1,NA,1
"1009","Z07B40","Mandarin","chinese",1,NA,1
"1010","Z07B41","Gujarati","gujarati",1,1,1
"1011","Z07B41","Hindi","hindi",1,1,1
"1012","Z07B41","Urdu","urdu",0,0,0
"1013","Z07B41","Marathi","marathi",1,1,1
"1014","Z07B41","Tamil","tamil",0,0,0
"1015","Z07B41","English (India)","english",0,1,1
"1016","Z07B41","English (U.S.)","english",1,NA,1
"1017","Z07B41","Mandarin","chinese",0,NA,0
"1018","Z07B42","Gujarati","gujarati",1,1,1
"1019","Z07B42","Hindi","hindi",1,1,1
"1020","Z07B42","Urdu","urdu",0,0,0
"1021","Z07B42","Marathi","marathi",0,0,0
"1022","Z07B42","Tamil","tamil",0,0,0
"1023","Z07B42","English (India)","english",1,1,1
"1024","Z07B42","English (U.S.)","english",1,NA,1
"1025","Z07B42","Mandarin","chinese",0,NA,0
"1026","Z07B43","Gujarati","gujarati",1,1,1
"1027","Z07B43","Hindi","hindi",1,1,1
"1028","Z07B43","Urdu","urdu",0,0,0
"1029","Z07B43","Marathi","marathi",1,1,1
"1030","Z07B43","Tamil","tamil",0,0,0
"1031","Z07B43","English (India)","english",0,1,1
"1032","Z07B43","English (U.S.)","english",1,NA,1
"1033","Z07B43","Mandarin","chinese",1,NA,1
"1034","Z07B48","Gujarati","gujarati",1,1,1
"1035","Z07B48","Hindi","hindi",1,1,1
"1036","Z07B48","Urdu","urdu",0,0,0
"1037","Z07B48","Marathi","marathi",1,0,1
"1038","Z07B48","Tamil","tamil",1,0,1
"1039","Z07B48","English (India)","english",1,1,1
"1040","Z07B48","English (U.S.)","english",1,NA,1
"1041","Z07B48","Mandarin","chinese",0,NA,0
"1042","Z07B55","Gujarati","gujarati",0,1,1
"1043","Z07B55","Hindi","hindi",1,1,1
"1044","Z07B55","Urdu","urdu",0,0,0
"1045","Z07B55","Marathi","marathi",1,0,1
"1046","Z07B55","Tamil","tamil",0,0,0
"1047","Z07B55","English (India)","english",1,0,1
"1048","Z07B55","English (U.S.)","english",1,NA,1
"1049","Z07B55","Mandarin","chinese",0,NA,0
