"","study_name","school","id","standard","standard_num","child_age","child_age_centered","child_sex","child_religion","mother_tongue","home_language","friends_language","sequence","question_type","language","army_navy_language","presentation","speaker_gender","response","id_correct"
"260","india-socioling","zenith","Z05A09",5,5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"261","india-socioling","zenith","Z05A09",5,5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",59,"id","English (India)","english","audio","female","english",1
"262","india-socioling","zenith","Z05A09",5,5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",60,"id","Mandarin","chinese","audio","female","tamil",0
"263","india-socioling","zenith","Z05A09",5,5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",61,"id","Tamil","tamil","audio","female","chinese",0
"264","india-socioling","zenith","Z05A09",5,5,11,0.394782028840545,"male","muslim","","hindi urdu","hindi gujarati",62,"id","Urdu","urdu","audio","female","urdu",1
"265","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",55,"id","Marathi","marathi","audio","female","tamil",0
"266","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",56,"id","English (U.S.)","english","audio","female","english",1
"267","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",57,"id","Hindi","hindi","audio","female","gujarati",0
"268","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",58,"id","Gujarati","gujarati","audio","female","hindi",0
"269","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",59,"id","English (India)","english","audio","female","english",1
"270","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",60,"id","Mandarin","chinese","audio","female","chinese",1
"271","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",61,"id","Tamil","tamil","audio","female","gujarati",0
"272","india-socioling","zenith","Z05A10",5,5,10,-0.605217971159455,"male","muslim","","hindi","gujarati hindi",62,"id","Urdu","urdu","audio","female","hindi",0
"273","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",55,"id","Marathi","marathi","audio","female","tamil",0
"274","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",56,"id","English (U.S.)","english","audio","female","english",1
"275","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",57,"id","Hindi","hindi","audio","female","hindi",1
"276","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"277","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",59,"id","English (India)","english","audio","female","english",1
"278","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",60,"id","Mandarin","chinese","audio","female","chinese",1
"279","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",61,"id","Tamil","tamil","audio","female","urdu",0
"280","india-socioling","zenith","Z05A13",5,5,11,0.394782028840545,"male","hindu","","gujarati","gujarati hindi marathi",62,"id","Urdu","urdu","audio","female","hindi",0
"281","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",55,"id","Marathi","marathi","audio","female","marathi",1
"282","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",56,"id","English (U.S.)","english","audio","female","english",1
"283","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",57,"id","Hindi","hindi","audio","female","hindi",1
"284","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",58,"id","Gujarati","gujarati","audio","female","chinese",0
"285","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",59,"id","English (India)","english","audio","female","english",1
"286","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",60,"id","Mandarin","chinese","audio","female","chinese",1
"287","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",61,"id","Tamil","tamil","audio","female","gujarati",0
"288","india-socioling","zenith","Z05A19",5,5,11,0.394782028840545,"male","muslim","","hindi","gujarati hindi",62,"id","Urdu","urdu","audio","female","hindi",0
"289","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",58,"id","Marathi","marathi","audio","female","tamil",0
"290","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",59,"id","English (U.S.)","english","audio","female","english",1
"291","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",60,"id","Hindi","hindi","audio","female","hindi",1
"292","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",61,"id","Gujarati","gujarati","audio","female","gujarati",1
"293","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",62,"id","English (India)","english","audio","female","french",0
"294","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",63,"id","Mandarin","chinese","audio","female","chinese",1
"295","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",64,"id","Tamil","tamil","audio","female","marathi",0
"296","india-socioling","zenith","Z05A33",5,5,9.8,-0.805217971159454,"male","muslim","hindi","hindi","hindi gujarati",65,"id","Urdu","urdu","audio","female","hindi",0
"297","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",55,"id","Marathi","marathi","audio","female","sanskrit",0
"298","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",56,"id","English (U.S.)","english","audio","female","english",1
"299","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",57,"id","Hindi","hindi","audio","female","hindi",1
"300","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",58,"id","Gujarati","gujarati","audio","female","marathi",0
"301","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",59,"id","English (India)","english","audio","female","english",1
"302","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",60,"id","Mandarin","chinese","audio","female","chinese",1
"303","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",61,"id","Tamil","tamil","audio","female","tamil",1
"304","india-socioling","zenith","Z05A42",5,5,10,-0.605217971159455,"female","other","","gujarati","hindi gujarati",62,"id","Urdu","urdu","audio","female","hindi",0
"305","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",55,"id","Marathi","marathi","audio","female","marathi",1
"306","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",56,"id","English (U.S.)","english","audio","female","english",1
"307","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",57,"id","Hindi","hindi","audio","female","hindi",1
"308","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"309","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",59,"id","English (India)","english","audio","female","english",1
"310","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",60,"id","Mandarin","chinese","audio","female","chinese",1
"311","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",61,"id","Tamil","tamil","audio","female","malalyam",0
"312","india-socioling","zenith","Z05A43",5,5,10,-0.605217971159455,"female","hindu","","marathi hindi","hindi gujarati",62,"id","Urdu","urdu","audio","female","hindi",0
"313","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",58,"id","Marathi","marathi","audio","female","marathi",1
"314","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",59,"id","English (U.S.)","english","audio","female","english",1
"315","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",60,"id","Hindi","hindi","audio","female","hindi",1
"316","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",61,"id","Gujarati","gujarati","audio","female","gujarati",1
"317","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",62,"id","English (India)","english","audio","female","english",1
"318","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",63,"id","Mandarin","chinese","audio","female","chinese",1
"319","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",64,"id","Tamil","tamil","audio","female","tamil",1
"320","india-socioling","zenith","Z05A4X",5,5,10,-0.605217971159455,"female","hindu","gujarati","gujarati","gujarati hindi",65,"id","Urdu","urdu","audio","female","hindi",0
"321","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",55,"id","Marathi","marathi","audio","female","marathi",1
"322","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",56,"id","English (U.S.)","english","audio","female","english",1
"323","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",57,"id","Hindi","hindi","audio","female","hindi",1
"324","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"325","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",59,"id","English (India)","english","audio","female","english",1
"326","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",60,"id","Mandarin","chinese","audio","female","chinese",1
"327","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",61,"id","Tamil","tamil","audio","female","malalyam",0
"328","india-socioling","zenith","Z05A47",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",62,"id","Urdu","urdu","audio","female","hindi",0
"329","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",55,"id","Marathi","marathi","audio","female","tamil",0
"330","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",56,"id","English (U.S.)","english","audio","female","english",1
"331","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",57,"id","Hindi","hindi","audio","female","hindi",1
"332","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"333","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",59,"id","English (India)","english","audio","female","english",1
"334","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",60,"id","Mandarin","chinese","audio","female","chinese",1
"335","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",61,"id","Tamil","tamil","audio","female","marathi",0
"336","india-socioling","zenith","Z05A48",5,5,11,0.394782028840545,"female","muslim","","hindi","hindi english",62,"id","Urdu","urdu","audio","female","hindi",0
"337","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",55,"id","Marathi","marathi","audio","female","marathi",1
"338","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",56,"id","English (U.S.)","english","audio","female","english",1
"339","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",57,"id","Hindi","hindi","audio","female","hindi",1
"340","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",58,"id","Gujarati","gujarati","audio","female","guajrati",1
"341","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",59,"id","English (India)","english","audio","female","chinese",0
"342","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",60,"id","Mandarin","chinese","audio","female","english",0
"343","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",61,"id","Tamil","tamil","audio","female","tamil",1
"344","india-socioling","zenith","Z05A49",5,5,9.9,-0.705217971159454,"female","hindu","","hindi","gujarati hindi",62,"id","Urdu","urdu","audio","female","hindi",0
"345","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",55,"id","Marathi","marathi","audio","female","chinese",0
"346","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",56,"id","English (U.S.)","english","audio","female","english",1
"347","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",57,"id","Hindi","hindi","audio","female","hindi",1
"348","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"349","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",59,"id","English (India)","english","audio","female","english",0
"350","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",60,"id","Mandarin","chinese","audio","female","marathi",0
"351","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",61,"id","Tamil","tamil","audio","female","tamil",1
"352","india-socioling","zenith","Z05A51",5,5,11,0.394782028840545,"female","hindu","","hindi gujarati","",62,"id","Urdu","urdu","audio","female","urdu",1
"353","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",55,"id","Marathi","marathi","audio","female","gujarati",0
"354","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",56,"id","English (U.S.)","english","audio","female","english",1
"355","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",57,"id","Hindi","hindi","audio","female","hindi",1
"356","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",58,"id","Gujarati","gujarati","audio","female","guajarati",1
"357","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",59,"id","English (India)","english","audio","female","chinese",0
"358","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",60,"id","Mandarin","chinese","audio","female","chinese",1
"359","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",61,"id","Tamil","tamil","audio","female","tamil",1
"360","india-socioling","zenith","Z05A52",5,5,10,-0.605217971159455,"female","hindu","","gujarati","hindi gujarati",62,"id","Urdu","urdu","audio","female","hindi",0
"361","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",58,"id","Marathi","marathi","audio","female","tamil",0
"362","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",59,"id","English (U.S.)","english","audio","female","english",1
"363","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",60,"id","Hindi","hindi","audio","female","hindi",1
"364","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",61,"id","Gujarati","gujarati","audio","female","gujarati",1
"365","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",62,"id","English (India)","english","audio","female","french",0
"366","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",63,"id","Mandarin","chinese","audio","female","chinese",1
"367","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",64,"id","Tamil","tamil","audio","female","marathi",0
"368","india-socioling","zenith","Z05A53",5,5,11,0.394782028840545,"female","muslim","hindi","hindi","hindi english",65,"id","Urdu","urdu","audio","female","hindi",0
"369","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",58,"id","Marathi","marathi","audio","female","marathi",1
"370","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",59,"id","English (U.S.)","english","audio","female","english",1
"371","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",60,"id","Hindi","hindi","audio","female","hindi",1
"372","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",61,"id","Gujarati","gujarati","audio","female","gujarati",1
"373","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",62,"id","English (India)","english","audio","female","english",1
"374","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",63,"id","Mandarin","chinese","audio","female","chinese",1
"375","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",64,"id","Tamil","tamil","audio","female","urdu",0
"376","india-socioling","zenith","Z05A56",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi","hindi english gujarati",65,"id","Urdu","urdu","audio","female","hindi",0
"377","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",58,"id","Marathi","marathi","audio","female","urdu",0
"378","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",59,"id","English (U.S.)","english","audio","female","english",1
"379","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",60,"id","Hindi","hindi","audio","female","hindi",1
"380","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",61,"id","Gujarati","gujarati","audio","female","gujarati",1
"381","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",62,"id","English (India)","english","audio","female","french",0
"382","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",63,"id","Mandarin","chinese","audio","female","japanese",0
"383","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",64,"id","Tamil","tamil","audio","female","chinese",0
"384","india-socioling","zenith","Z05A57",5,5,10,-0.605217971159455,"female","hindu","marwadi","hindi marwadi","gujarati hindi",65,"id","Urdu","urdu","audio","female","hindi",0
"385","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",58,"id","Marathi","marathi","audio","female","marathi",1
"386","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",59,"id","English (U.S.)","english","audio","female","english",1
"387","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",60,"id","Hindi","hindi","audio","female","hindi",1
"388","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",61,"id","Gujarati","gujarati","audio","female","gujarati",1
"389","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",62,"id","English (India)","english","audio","female","french",0
"390","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",63,"id","Mandarin","chinese","audio","female","urdu",0
"391","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",64,"id","Tamil","tamil","audio","female","chinese",0
"392","india-socioling","zenith","Z05A60",5,5,10,-0.605217971159455,"female","hindu","marathi","marathi gujarati","gujarati hindi",65,"id","Urdu","urdu","audio","female","hindi",0
"393","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",31,"id","Marathi","marathi","audio","female","hindi",0
"394","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",32,"id","English (U.S.)","english","audio","female","english",1
"395","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",33,"id","Hindi","hindi","audio","female","urdu",0
"396","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",34,"id","Gujarati","gujarati","audio","female","gujarati",1
"397","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",35,"id","English (India)","english","audio","female","english",1
"398","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",36,"id","Mandarin","chinese","audio","female","chinese",1
"399","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",37,"id","Tamil","tamil","audio","female","tamil",1
"400","india-socioling","zenith","Z05B03",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",38,"id","Urdu","urdu","audio","female","hindi",0
"401","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",55,"id","Marathi","marathi","audio","female","hindi",0
"402","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",56,"id","English (U.S.)","english","audio","female","english",1
"403","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",57,"id","Hindi","hindi","audio","female","hindi",1
"404","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"405","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",59,"id","English (India)","english","audio","female","english",1
"406","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",60,"id","Mandarin","chinese","audio","female","chinese",1
"407","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",61,"id","Tamil","tamil","audio","female","urdu",0
"408","india-socioling","zenith","Z05B04",5,5,10,-0.605217971159455,"male","hindu","marathi","marathi","",62,"id","Urdu","urdu","audio","female","hindi",0
"409","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",55,"id","Marathi","marathi","audio","female","madi",0
"410","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",56,"id","English (U.S.)","english","audio","female","english",1
"411","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",57,"id","Hindi","hindi","audio","female","hindi",1
"412","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"413","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",59,"id","English (India)","english","audio","female","english",1
"414","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",60,"id","Mandarin","chinese","audio","female","chinese",1
"415","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",61,"id","Tamil","tamil","audio","female","tamil",1
"416","india-socioling","zenith","Z05B05",5,5,10,-0.605217971159455,"male","muslim","hindi","hindi","hindi",62,"id","Urdu","urdu","audio","female","hindi",0
"417","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",55,"id","Marathi","marathi","audio","female","marathi",1
"418","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",56,"id","English (U.S.)","english","audio","female","english",1
"419","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",57,"id","Hindi","hindi","audio","female","hindi",1
"420","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"421","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",59,"id","English (India)","english","audio","female","urdu",0
"422","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",60,"id","Mandarin","chinese","audio","female","tamil",0
"423","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",61,"id","Tamil","tamil","audio","female","chinese",0
"424","india-socioling","zenith","Z05B11",5,5,11,0.394782028840545,"male","hindu","gujarati","gujarati english","gujarati",62,"id","Urdu","urdu","audio","female","hindi",0
"425","india-socioling","zenith","Z05B12",5,5,11,0.394782028840545,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",55,"id","Marathi","marathi","audio","female","marathi",1
"426","india-socioling","zenith","Z05B12",5,5,11,0.394782028840545,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",56,"id","English (U.S.)","english","audio","female","english",1
"427","india-socioling","zenith","Z05B12",5,5,11,0.394782028840545,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",57,"id","Hindi","hindi","audio","female","hindi",1
"428","india-socioling","zenith","Z05B12",5,5,11,0.394782028840545,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",58,"id","Gujarati","gujarati","audio","female","gujarati",1
"429","india-socioling","zenith","Z05B12",5,5,11,0.394782028840545,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",59,"id","English (India)","english","audio","female","english",1
"430","india-socioling","zenith","Z05B12",5,5,11,0.394782028840545,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",60,"id","Mandarin","chinese","audio","female","chinese",1
"431","india-socioling","zenith","Z05B12",5,5,11,0.394782028840545,"male","muslim","hindi, gujarati","gujarati english hindi","gujarati hindi",61,"id","Tamil","tamil","audio","female","tamil",1
